Accident Ref.,Borough,Boro,Easting,Northing,CREFNO,Casualty Class,Casualty Sex,Casualty Age (Banded),Casualty Age,No. of Casualties,Casualty Severity,Ped. Location,Ped. Movement,Mode of Travel, 
1170011803,HARINGEY,31,531790,188480,1,1 Driver/Rider,1 Male,25-59,38,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170011925,HARINGEY,31,533870,191400,1,3 Pedestrian,2 Female,25-59,28,1,3 Slight,10 Unknown,9 Unknown Or Other,1 Pedestrian, 
1170011948,HARINGEY,31,532870,189470,1,1 Driver/Rider,2 Female,25-59,48,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1170012014,HARINGEY,31,534240,189427,1,3 Pedestrian,1 Male,25-59,29,1,3 Slight,06 On Footpath - Verge,9 Unknown Or Other,1 Pedestrian, 
1170012066,HARINGEY,31,530190,191220,1,1 Driver/Rider,2 Female,25-59,42,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170012066,HARINGEY,31,530190,191220,2,3 Pedestrian,1 Male,25-59,26,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian, 
1170012085,HARINGEY,31,531010,190390,1,2 Passenger,2 Female,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170012085,HARINGEY,31,531010,190390,2,2 Passenger,2 Female,16-24,21,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170012177,HARINGEY,31,531930,191145,1,3 Pedestrian,1 Male,0-15,14,1,2 Serious,08 In Centre Of Carriageway,3 From Drivers O/Side,1 Pedestrian, 
1170012239,HARINGEY,31,530220,191200,1,1 Driver/Rider,2 Female,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170012328,HARINGEY,31,534690,190600,1,3 Pedestrian,2 Female,60+,72,1,2 Serious,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
1170012342,HARINGEY,31,533910,190630,1,2 Passenger,2 Female,25-59,26,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
1170012541,HARINGEY,31,529970,188070,1,3 Pedestrian,2 Female,25-59,54,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
1170012552,HARINGEY,31,531850,188120,1,3 Pedestrian,1 Male,0-15,12,1,2 Serious,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian, 
1170012609,HARINGEY,31,530860,189120,2,3 Pedestrian,2 Female,25-59,49,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian, 
1170012609,HARINGEY,31,530860,189120,1,3 Pedestrian,1 Male,25-59,45,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian, 
1170012613,HARINGEY,31,530220,188580,1,3 Pedestrian,2 Female,25-59,52,1,3 Slight,01 Crossing Road On Ped Xing,3 From Drivers O/Side,1 Pedestrian, 
1170012695,HARINGEY,31,527930,188440,1,1 Driver/Rider,1 Male,25-59,43,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1170012837,HARINGEY,31,532720,189590,1,1 Driver/Rider,2 Female,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170013067,HARINGEY,31,530810,189370,3,2 Passenger,1 Male,16-24,23,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170013067,HARINGEY,31,530810,189370,2,1 Driver/Rider,1 Male,16-24,19,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170013067,HARINGEY,31,530810,189370,1,1 Driver/Rider,1 Male,25-59,32,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170013072,HARINGEY,31,531280,189900,2,2 Passenger,1 Male,25-59,26,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170013072,HARINGEY,31,531280,189900,1,1 Driver/Rider,1 Male,25-59,25,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170013172,HARINGEY,31,530970,187260,1,3 Pedestrian,2 Female,25-59,30,1,3 Slight,01 Crossing Road On Ped Xing,9 Unknown Or Other,1 Pedestrian, 
1170013238,HARINGEY,31,530950,187740,1,1 Driver/Rider,1 Male,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170013395,HARINGEY,31,533610,188290,1,2 Passenger,1 Male,0-15,11,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
1170013433,HARINGEY,31,533420,190600,1,1 Driver/Rider,2 Female,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170013569,HARINGEY,31,530110,191350,1,3 Pedestrian,2 Female,25-59,50,1,3 Slight,10 Unknown,9 Unknown Or Other,1 Pedestrian, 
1170013593,HARINGEY,31,532450,191430,2,2 Passenger,1 Male,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170013593,HARINGEY,31,532450,191430,1,1 Driver/Rider,2 Female,25-59,33,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170013690,HARINGEY,31,534280,189600,1,2 Passenger,2 Female,25-59,38,1,3 Slight,-2 Unknown,-2 N/A,7 Goods Vehicle, 
1170013740,HARINGEY,31,533740,189380,1,3 Pedestrian,1 Male,25-59,43,1,3 Slight,04 Crossing Road Within 50m Xing,9 Unknown Or Other,1 Pedestrian, 
1170014050,HARINGEY,31,531865,188000,1,1 Driver/Rider,1 Male,25-59,33,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170014092,HARINGEY,31,531850,189300,1,1 Driver/Rider,1 Male,16-24,24,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170014300,HARINGEY,31,534360,191660,2,2 Passenger,2 Female,25-59,41,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170014300,HARINGEY,31,534360,191660,1,1 Driver/Rider,1 Male,16-24,24,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170014369,HARINGEY,31,530420,188460,3,2 Passenger,1 Male,25-59,39,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170014369,HARINGEY,31,530420,188460,1,1 Driver/Rider,1 Male,25-59,31,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170014369,HARINGEY,31,530420,188460,2,1 Driver/Rider,1 Male,25-59,46,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170014452,HARINGEY,31,531480,189660,1,1 Driver/Rider,2 Female,25-59,50,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170014581,HARINGEY,31,533630,188200,1,3 Pedestrian,1 Male,25-59,28,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian, 
1170014637,HARINGEY,31,533600,190360,1,1 Driver/Rider,1 Male,25-59,34,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170014637,HARINGEY,31,533600,190360,2,2 Passenger,1 Male,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170014716,HARINGEY,31,532300,189130,1,1 Driver/Rider,2 Female,16-24,20,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170014716,HARINGEY,31,532300,189130,2,2 Passenger,2 Female,25-59,45,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170014963,HARINGEY,31,531810,188390,1,3 Pedestrian,2 Female,25-59,32,1,3 Slight,02 Crossing Road In Zig-Zag App,4 From Drivers O/Side Msk,1 Pedestrian, 
1170015014,HARINGEY,31,533670,189000,1,3 Pedestrian,1 Male,0-15,4,1,3 Slight,01 Crossing Road On Ped Xing,3 From Drivers O/Side,1 Pedestrian, 
1170015031,HARINGEY,31,530850,190250,1,3 Pedestrian,1 Male,25-59,26,1,3 Slight,08 In Centre Of Carriageway,1 From Drivers N/Side,1 Pedestrian, 
1170015118,HARINGEY,31,533710,190210,1,1 Driver/Rider,1 Male,25-59,41,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1170015177,HARINGEY,31,533650,191370,1,3 Pedestrian,2 Female,25-59,32,1,3 Slight,01 Crossing Road On Ped Xing,3 From Drivers O/Side,1 Pedestrian, 
1170015196,HARINGEY,31,533270,190670,1,1 Driver/Rider,2 Female,25-59,25,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1170015224,HARINGEY,31,530090,188340,1,1 Driver/Rider,1 Male,16-24,24,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1170015231,HARINGEY,31,530940,190530,1,1 Driver/Rider,1 Male,25-59,53,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1170015289,HARINGEY,31,530400,189310,2,1 Driver/Rider,1 Male,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1170015289,HARINGEY,31,530400,189310,1,1 Driver/Rider,1 Male,25-59,26,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170015470,HARINGEY,31,530980,190430,1,1 Driver/Rider,1 Male,25-59,34,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1170015528,HARINGEY,31,530880,190770,1,1 Driver/Rider,1 Male,25-59,26,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170015530,HARINGEY,31,534480,189460,1,3 Pedestrian,1 Male,25-59,55,1,2 Serious,04 Crossing Road Within 50m Xing,1 From Drivers N/Side,1 Pedestrian, 
1170015887,HARINGEY,31,533900,191050,1,1 Driver/Rider,1 Male,25-59,27,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1170015975,HARINGEY,31,533250,188600,1,1 Driver/Rider,1 Male,25-59,59,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170015975,HARINGEY,31,533250,188600,2,1 Driver/Rider,2 Female,25-59,33,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170015979,HARINGEY,31,529910,187940,1,1 Driver/Rider,2 Female,25-59,46,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170015979,HARINGEY,31,529910,187940,2,2 Passenger,1 Male,0-15,10,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170016007,HARINGEY,31,533810,189005,1,1 Driver/Rider,1 Male,25-59,49,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170016007,HARINGEY,31,533810,189005,2,1 Driver/Rider,1 Male,25-59,37,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
1170016065,HARINGEY,31,530910,191520,1,1 Driver/Rider,1 Male,25-59,48,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1170016084,HARINGEY,31,530040,191600,1,1 Driver/Rider,1 Male,16-24,24,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1170016138,HARINGEY,31,533290,190580,1,1 Driver/Rider,2 Female,25-59,32,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170016237,HARINGEY,31,531030,190400,1,3 Pedestrian,2 Female,25-59,45,1,3 Slight,01 Crossing Road On Ped Xing,3 From Drivers O/Side,1 Pedestrian, 
1170016251,HARINGEY,31,531495,187860,1,3 Pedestrian,1 Male,25-59,28,1,3 Slight,05 Crossing Road (Not On Xing),3 From Drivers O/Side,1 Pedestrian, 
1170016253,HARINGEY,31,532460,189220,1,2 Passenger,2 Female,25-59,41,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
1170016253,HARINGEY,31,532460,189220,2,2 Passenger,1 Male,25-59,51,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
1170016267,HARINGEY,31,534360,191660,5,2 Passenger,1 Male,16-24,19,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi, 
1170016267,HARINGEY,31,534360,191660,2,2 Passenger,2 Female,0-15,15,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170016267,HARINGEY,31,534360,191660,4,2 Passenger,1 Male,25-59,55,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170016267,HARINGEY,31,534360,191660,6,2 Passenger,1 Male,16-24,19,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi, 
1170016267,HARINGEY,31,534360,191660,1,1 Driver/Rider,1 Male,25-59,48,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170016267,HARINGEY,31,534360,191660,3,2 Passenger,2 Female,25-59,50,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170016301,HARINGEY,31,533770,189570,1,3 Pedestrian,2 Female,25-59,40,1,2 Serious,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
1170016363,HARINGEY,31,532460,189210,1,3 Pedestrian,1 Male,16-24,23,1,3 Slight,06 On Footpath - Verge,9 Unknown Or Other,1 Pedestrian, 
1170016528,HARINGEY,31,531630,189310,1,1 Driver/Rider,1 Male,25-59,40,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi, 
1170016605,HARINGEY,31,534490,189460,1,1 Driver/Rider,1 Male,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1170016694,HARINGEY,31,530983,189535,1,1 Driver/Rider,1 Male,16-24,22,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1170017106,HARINGEY,31,531140,189520,1,3 Pedestrian,1 Male,25-59,48,1,2 Serious,01 Crossing Road On Ped Xing,3 From Drivers O/Side,1 Pedestrian, 
1170017397,HARINGEY,31,533830,190200,1,1 Driver/Rider,2 Female,16-24,19,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170017517,HARINGEY,31,533900,190320,1,2 Passenger,2 Female,25-59,32,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170017517,HARINGEY,31,533900,190320,2,2 Passenger,2 Female,0-15,11,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170017883,HARINGEY,31,531550,190620,1,2 Passenger,1 Male,16-24,19,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170017910,HARINGEY,31,530807,189373,1,1 Driver/Rider,1 Male,25-59,31,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1170017922,HARINGEY,31,530920,191360,1,3 Pedestrian,1 Male,25-59,31,1,3 Slight,09 In Road - Not Crossing,5 In Rd Not Crossing,1 Pedestrian, 
1170017925,HARINGEY,31,533870,191410,2,1 Driver/Rider,2 Female,25-59,37,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170017925,HARINGEY,31,533870,191410,1,1 Driver/Rider,2 Female,16-24,19,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170017935,HARINGEY,31,532701,188645,1,3 Pedestrian,1 Male,25-59,39,1,3 Slight,10 Unknown,9 Unknown Or Other,1 Pedestrian, 
1170018089,HARINGEY,31,528910,187720,1,1 Driver/Rider,1 Male,60+,60,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1170018099,HARINGEY,31,530700,189060,1,1 Driver/Rider,1 Male,16-24,20,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1170018139,HARINGEY,31,533775,189551,1,1 Driver/Rider,1 Male,16-24,24,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1170018330,HARINGEY,31,534980,190900,3,2 Passenger,1 Male,60+,61,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
1170018330,HARINGEY,31,534980,190900,2,2 Passenger,1 Male,25-59,47,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
1170018330,HARINGEY,31,534980,190900,1,1 Driver/Rider,2 Female,25-59,58,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
1170018360,HARINGEY,31,533870,191400,1,2 Passenger,2 Female,0-15,9,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170018367,HARINGEY,31,532230,189550,1,3 Pedestrian,1 Male,25-59,27,1,3 Slight,10 Unknown,9 Unknown Or Other,1 Pedestrian, 
1170018369,HARINGEY,31,531650,189290,1,1 Driver/Rider,1 Male,25-59,44,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170018371,HARINGEY,31,530260,190970,1,1 Driver/Rider,1 Male,16-24,24,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1170018375,HARINGEY,31,529871,187821,1,3 Pedestrian,1 Male,25-59,46,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
1170018427,HARINGEY,31,531850,188100,1,1 Driver/Rider,1 Male,25-59,27,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1170018441,HARINGEY,31,528380,187690,1,1 Driver/Rider,1 Male,25-59,33,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170018494,HARINGEY,31,530540,189330,2,2 Passenger,2 Female,25-59,51,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170018494,HARINGEY,31,530540,189330,1,1 Driver/Rider,1 Male,25-59,48,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170018502,HARINGEY,31,532990,189120,1,1 Driver/Rider,1 Male,25-59,46,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1170018781,HARINGEY,31,532810,188940,1,1 Driver/Rider,2 Female,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1170019148,HARINGEY,31,534360,191660,1,1 Driver/Rider,2 Female,25-59,45,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170019350,HARINGEY,31,533750,189480,1,3 Pedestrian,1 Male,60+,68,1,3 Slight,01 Crossing Road On Ped Xing,2 From Drivers N/Side Msk,1 Pedestrian, 
1170019361,HARINGEY,31,531070,190220,1,3 Pedestrian,2 Female,0-15,15,1,3 Slight,01 Crossing Road On Ped Xing,3 From Drivers O/Side,1 Pedestrian, 
1170019399,HARINGEY,31,531080,190180,1,1 Driver/Rider,1 Male,16-24,18,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1170019443,HARINGEY,31,532630,189220,1,2 Passenger,2 Female,60+,62,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
1170019679,HARINGEY,31,530800,187380,1,1 Driver/Rider,2 Female,60+,66,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170019749,HARINGEY,31,531920,187810,1,1 Driver/Rider,1 Male,16-24,22,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1170019894,HARINGEY,31,533160,189120,1,1 Driver/Rider,2 Female,25-59,41,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170019904,HARINGEY,31,532450,189060,1,3 Pedestrian,1 Male,25-59,35,1,3 Slight,09 In Road - Not Crossing,6 In Rd Not Crossing Msk,1 Pedestrian, 
1170020056,HARINGEY,31,529290,187930,1,1 Driver/Rider,1 Male,25-59,38,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170020430,HARINGEY,31,531830,188230,1,1 Driver/Rider,1 Male,25-59,45,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1170020431,HARINGEY,31,532800,189430,1,3 Pedestrian,1 Male,60+,64,1,2 Serious,10 Unknown,9 Unknown Or Other,1 Pedestrian, 
1170020482,HARINGEY,31,530850,191170,2,2 Passenger,1 Male,0-15,4,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1170020482,HARINGEY,31,530850,191170,1,1 Driver/Rider,2 Female,25-59,26,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1170020561,HARINGEY,31,532210,189740,1,3 Pedestrian,1 Male,25-59,57,1,3 Slight,01 Crossing Road On Ped Xing,3 From Drivers O/Side,1 Pedestrian, 
1170020562,HARINGEY,31,533640,188630,1,1 Driver/Rider,2 Female,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1170020565,HARINGEY,31,530530,188500,1,1 Driver/Rider,1 Male,16-24,16,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1170020567,HARINGEY,31,530540,191150,1,1 Driver/Rider,1 Male,16-24,22,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1170020779,HARINGEY,31,531170,190010,1,2 Passenger,1 Male,0-15,4,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
1170020835,HARINGEY,31,535140,191290,1,1 Driver/Rider,1 Male,25-59,45,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1170021042,HARINGEY,31,532940,188300,1,3 Pedestrian,1 Male,25-59,27,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
1170021044,HARINGEY,31,532310,189190,1,1 Driver/Rider,2 Female,25-59,25,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170021073,HARINGEY,31,531620,191190,2,1 Driver/Rider,1 Male,25-59,43,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170021073,HARINGEY,31,531620,191190,1,1 Driver/Rider,2 Female,25-59,46,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170021076,HARINGEY,31,531300,187230,1,1 Driver/Rider,1 Male,25-59,27,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1170021092,HARINGEY,31,531790,188540,1,3 Pedestrian,2 Female,25-59,33,1,2 Serious,08 In Centre Of Carriageway,9 Unknown Or Other,1 Pedestrian, 
1170021405,HARINGEY,31,531485,189663,1,3 Pedestrian,2 Female,25-59,52,1,3 Slight,05 Crossing Road (Not On Xing),2 From Drivers N/Side Msk,1 Pedestrian, 
1170021437,HARINGEY,31,531190,189530,1,1 Driver/Rider,1 Male,16-24,20,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1170021479,HARINGEY,31,531400,190890,1,1 Driver/Rider,2 Female,25-59,44,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170021479,HARINGEY,31,531400,190890,2,2 Passenger,2 Female,0-15,13,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170021774,HARINGEY,31,530580,190760,1,1 Driver/Rider,1 Male,16-24,22,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170021889,HARINGEY,31,533833,190171,2,2 Passenger,2 Female,25-59,54,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170021889,HARINGEY,31,533833,190171,1,1 Driver/Rider,2 Female,25-59,33,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170022063,HARINGEY,31,531040,188660,1,3 Pedestrian,2 Female,16-24,24,1,3 Slight,06 On Footpath - Verge,9 Unknown Or Other,1 Pedestrian, 
1170022292,HARINGEY,31,530330,190910,1,1 Driver/Rider,1 Male,25-59,56,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170022360,HARINGEY,31,533270,190090,1,2 Passenger,2 Female,60+,81,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
1170022414,HARINGEY,31,527910,190080,1,3 Pedestrian,1 Male,0-15,5,1,3 Slight,01 Crossing Road On Ped Xing,3 From Drivers O/Side,1 Pedestrian, 
1170022438,HARINGEY,31,533710,191360,1,1 Driver/Rider,1 Male,25-59,49,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi, 
1170022516,HARINGEY,31,531280,189890,1,3 Pedestrian,1 Male,25-59,29,1,3 Slight,10 Unknown,9 Unknown Or Other,1 Pedestrian, 
1170022550,HARINGEY,31,527980,190770,3,3 Pedestrian,2 Female,0-15,4,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian, 
1170022550,HARINGEY,31,527980,190770,1,3 Pedestrian,2 Female,25-59,28,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian, 
1170022550,HARINGEY,31,527980,190770,2,3 Pedestrian,2 Female,0-15,6,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian, 
1170022624,HARINGEY,31,533250,188600,1,1 Driver/Rider,1 Male,25-59,34,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1170022869,HARINGEY,31,533670,189090,1,1 Driver/Rider,2 Female,25-59,33,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170022899,HARINGEY,31,534825,191445,1,3 Pedestrian,1 Male,25-59,37,1,2 Serious,06 On Footpath - Verge,9 Unknown Or Other,1 Pedestrian, 
1170022904,HARINGEY,31,533700,189220,1,1 Driver/Rider,1 Male,25-59,40,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1170022913,HARINGEY,31,533660,188840,1,3 Pedestrian,1 Male,25-59,52,1,2 Serious,05 Crossing Road (Not On Xing),3 From Drivers O/Side,1 Pedestrian, 
1170022915,HARINGEY,31,534220,189180,1,2 Passenger,1 Male,25-59,34,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
1170023077,HARINGEY,31,534300,189580,1,1 Driver/Rider,1 Male,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1170023102,HARINGEY,31,530700,189340,1,1 Driver/Rider,1 Male,16-24,24,1,3 Slight,-2 Unknown,-2 N/A,7 Goods Vehicle, 
1170023287,HARINGEY,31,530940,190530,2,2 Passenger,2 Female,25-59,56,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
1170023287,HARINGEY,31,530940,190530,3,2 Passenger,2 Female,25-59,35,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
1170023287,HARINGEY,31,530940,190530,4,2 Passenger,1 Male,25-59,56,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
1170023287,HARINGEY,31,530940,190530,1,2 Passenger,2 Female,60+,78,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
1170023370,HARINGEY,31,532970,188350,1,1 Driver/Rider,1 Male,16-24,24,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1170023596,HARINGEY,31,533470,188760,1,1 Driver/Rider,1 Male,25-59,31,1,3 Slight,-2 Unknown,-2 N/A,7 Goods Vehicle, 
1170023727,HARINGEY,31,533380,190950,1,1 Driver/Rider,1 Male,25-59,27,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1170023731,HARINGEY,31,529430,188390,1,1 Driver/Rider,2 Female,60+,69,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170023775,HARINGEY,31,528930,187680,1,1 Driver/Rider,2 Female,25-59,34,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170023804,HARINGEY,31,533790,189690,1,2 Passenger,2 Female,25-59,31,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170023808,HARINGEY,31,533870,191410,1,2 Passenger,2 Female,16-24,16,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
1170023813,HARINGEY,31,531060,190400,1,2 Passenger,2 Female,25-59,53,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
1170023813,HARINGEY,31,531060,190400,2,2 Passenger,1 Male,0-15,8,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
1170023906,HARINGEY,31,532880,188580,1,1 Driver/Rider,2 Female,25-59,27,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1170024555,HARINGEY,31,533770,189550,1,1 Driver/Rider,1 Male,25-59,39,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1170024644,HARINGEY,31,530580,190815,1,1 Driver/Rider,1 Male,25-59,34,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
